,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
1484,2022 Renault Kwid,RXT 1.0 AMT,Automatic,"16,209 km",1st Owner,Petrol,HR-51,"11,593/month","5,93,000","Metro Walk, Rohini, New Delhi"
1485,2020 Renault Kwid,RXT,Manual,"13,250 km",1st Owner,Petrol,HR-26,"8,367/month","4,28,000","Parsvnath City Mall, Faridabad"
1486,2020 Maruti Alto,VXI,Manual,"44,956 km",1st Owner,Petrol,HR-80,"6,686/month","3,42,000","Spaze Platinum, Sohna Road, Gurugram"
1487,2010 Maruti Alto K10,LXI P,Manual,"29,255 km",1st Owner,Petrol,DL-5C,"3,343/month","1,71,000","Sector-18, Noida"
1488,2019 Maruti Alto,VXI,Manual,"25,486 km",2nd Owner,Petrol,DL-8C,"6,647/month","3,40,000","Sector-18, Noida"
1489,2012 Maruti Swift,LXI,Manual,"54,412 km",2nd Owner,Petrol,DL-12,"5,533/month","2,83,000","Sector-18, Noida"
1490,2011 Hyundai i10,SPORTZ 1.2,Manual,"67,985 km",1st Owner,Petrol,UP-14,"4,438/month","2,27,000","Sector-18, Noida"
1491,2012 Maruti Swift,LXI,Manual,"45,923 km",1st Owner,Petrol,DL-5C,"5,924/month","3,03,000","Metro Walk, Rohini, New Delhi"
1492,2011 Maruti Alto,LXI,Manual,"59,433 km",2nd Owner,Petrol,HR-36,"3,030/month","1,55,000","Parsvnath City Mall, Faridabad"
1493,2019 Hyundai NEW SANTRO,SPORTZ MT,Manual,"13,221 km",1st Owner,Petrol,HR-36,"9,697/month","4,96,000","Parsvnath City Mall, Faridabad"
1494,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"32,845 km",1st Owner,Petrol,DL-8C,"9,091/month","4,65,000","GIP Mall, Noida"
1495,2010 Maruti Alto K10,VXI,Manual,"60,180 km",2nd Owner,Petrol,HR-20,"3,206/month","1,64,000","Parsvnath City Mall, Faridabad"
1496,2020 Maruti Alto,VXI,Manual,"9,533 km",1st Owner,Petrol,HR-35,"7,644/month","3,91,000","Spaze Platinum, Sohna Road, Gurugram"
1497,2011 Maruti Swift,VXI,Manual,"94,660 km",1st Owner,Petrol,DL-9C,"4,399/month","2,25,000","GIP Mall, Noida"
1498,2021 Maruti Alto,LXI CNG,Manual,"34,832 km",1st Owner,CNG,HR-81,"8,152/month","4,17,000","Sector-18, Noida"
1499,2012 Maruti Alto K10,VXI P,Manual,"35,297 km",1st Owner,Petrol,DL-9C,"3,754/month","1,92,000","Sector-18, Noida"
1500,2020 Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,"90,934 km",1st Owner,CNG,HR-26,"10,850/month","5,55,000","Spaze Platinum, Sohna Road, Gurugram"
1501,2020 Renault Kwid,RXL 1.0 AMT,Automatic,"22,475 km",1st Owner,Petrol,HR-29,"9,130/month","4,67,000","M3M Urbana, Golf Course Extension, Gurugram"
1502,2019 Maruti Alto,VXI,Manual,"46,881 km",1st Owner,Petrol,HR-26,"6,882/month","3,52,000","Spaze Platinum, Sohna Road, Gurugram"
1503,2011 Maruti Alto K10,VXI,Manual,"84,199 km",2nd Owner,Petrol,HR-26,"3,187/month","1,63,000","Metro Walk, Rohini, New Delhi"
1504,2017 Maruti Celerio,ZXI AMT,Automatic,"37,836 km",1st Owner,Petrol,HR-12,"8,798/month","4,50,000","Parsvnath City Mall, Faridabad"
1505,2021 Maruti Alto,LXI CNG,Manual,"67,623 km",1st Owner,CNG,HR-72,"8,152/month","4,17,000","Parsvnath City Mall, Faridabad"
1506,2021 Maruti Alto,LXI,Manual,"18,833 km",1st Owner,Petrol,DL-8C,"7,058/month","3,61,000","GIP Mall, Noida"
1507,2011 Maruti Swift,LXI,Manual,"21,840 km",1st Owner,Petrol,HR-51,"4,927/month","2,52,000","Spaze Platinum, Sohna Road, Gurugram"
1508,2010 Maruti Swift Dzire,VXI,Manual,"63,696 km",1st Owner,Petrol,DL-5C,"4,145/month","2,12,000","Sector-18, Noida"
1509,2018 Datsun Redi Go,S 1.0 AMT,Automatic,"37,399 km",1st Owner,Petrol,HR-51,"7,292/month","3,73,000","M3M Urbana, Golf Course Extension, Gurugram"
1510,2019 Hyundai NEW SANTRO,ASTA MT,Manual,"14,893 km",1st Owner,Petrol,HR-26,"11,026/month","5,64,000","Parsvnath City Mall, Faridabad"
1511,2019 Maruti Celerio,ZXI AMT,Automatic,"39,547 km",1st Owner,Petrol,HR-87,"10,518/month","5,38,000","Metro Walk, Rohini, New Delhi"
1512,2019 Maruti Alto,LXI,Manual,"18,475 km",1st Owner,Petrol,HR-29,"7,155/month","3,66,000","Parsvnath City Mall, Faridabad"
1513,2016 Datsun Redi Go,D,Manual,"57,848 km",1st Owner,Petrol,HR-26,"3,539/month","1,81,000","Metro Walk, Rohini, New Delhi"
1514,2021 Mahindra Scorpio,S5,Manual,"52,722 km",1st Owner,Diesel,HR-79,"23,126/month","12,15,000","M3M Urbana, Golf Course Extension, Gurugram"
1515,2021 Toyota URBAN CRUISER,MID MT,Manual,"4,287 km",1st Owner,Petrol,UP-14,"16,236/month","8,53,000","Sector-18, Noida"
1516,2017 Renault Kwid,RXL 1.0 AMT,Automatic,"67,106 km",3rd Owner,Petrol,DL-8C,"4,907/month","2,51,000","Metro Walk, Rohini, New Delhi"
1517,2017 Mahindra Kuv100,K8 6 STR DUAL TONE,Manual,"95,346 km",2nd Owner,Petrol,UP-14,"6,667/month","3,41,000","Sector-18, Noida"
1518,2020 Maruti XL6,ALPHA MT,Manual,"81,315 km",2nd Owner,Petrol,HR-26,"15,399/month","8,09,000","M3M Urbana, Golf Course Extension, Gurugram"
1519,2017 Volkswagen Polo,HIGHLINE1.2L,Manual,"58,124 km",2nd Owner,Petrol,HR-26,"9,325/month","4,77,000","M3M Urbana, Golf Course Extension, Gurugram"
1520,2022 Nissan MAGNITE,XE,Manual,"15,031 km",2nd Owner,Petrol,HR-29,"10,831/month","5,54,000","M3M Urbana, Golf Course Extension, Gurugram"
1521,2015 Maruti Ciaz,VXI,Manual,"43,721 km",1st Owner,Petrol,DL-3C,"9,130/month","4,67,000","Metro Walk, Rohini, New Delhi"
1522,2012 Hyundai Eon,ERA +,Manual,"38,470 km",1st Owner,Petrol,DL-10,"2,874/month","1,47,000","M3M Urbana, Golf Course Extension, Gurugram"
1523,2020 Hyundai Elite i20,SPORTZ PLUS 1.2,Manual,"44,394 km",1st Owner,Petrol,HR-51,"11,984/month","6,13,000","M3M Urbana, Golf Course Extension, Gurugram"
1524,2014 Ford Ecosport,TITANIUM 1.0L ECOBOOST,Manual,"87,433 km",2nd Owner,Petrol,HR-26,"6,901/month","3,53,000","Metro Walk, Rohini, New Delhi"
1525,2016 Tata Tiago,XZ PETROL,Manual,"30,142 km",2nd Owner,Petrol,DL-12,"7,331/month","3,75,000","M3M Urbana, Golf Course Extension, Gurugram"
1526,2015 Volkswagen Polo,HIGHLINE1.2L,Manual,"1,09,697 km",1st Owner,Petrol,HR-51,"7,507/month","3,84,000","Parsvnath City Mall, Faridabad"
1527,2015 Toyota Etios Liva,G,Manual,"56,351 km",1st Owner,Petrol,DL-3C,"6,139/month","3,14,000","Metro Walk, Rohini, New Delhi"
1528,2012 Volkswagen Polo,TRENDLINE 1.2L PETROL,Manual,"59,593 km",2nd Owner,Petrol,DL-10,"4,594/month","2,35,000","Metro Walk, Rohini, New Delhi"
1529,2020 Hyundai Creta,EX 1.5 DIESEL,Manual,"92,108 km",1st Owner,Diesel,HR-36,"19,776/month","10,39,000","Spaze Platinum, Sohna Road, Gurugram"
1530,2018 Tata NEXON,XM DIESEL,Manual,"62,764 km",3rd Owner,Diesel,DL-5C,"9,971/month","5,10,000","M3M Urbana, Golf Course Extension, Gurugram"
1531,2012 Hyundai i10,SPORTZ 1.2,Manual,"51,210 km",1st Owner,Petrol,DL-12,"3,890/month","1,99,000","Metro Walk, Rohini, New Delhi"
1532,2018 Mahindra Scorpio,S11 2WD,Manual,"44,363 km",1st Owner,Diesel,HR-26,"24,440/month","12,84,000","GIP Mall, Noida"
1533,2019 Honda City,1.5L I-VTEC SV,Manual,"47,815 km",2nd Owner,Petrol,UP-80,"13,861/month","7,09,000","Sector-18, Noida"
1534,2016 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"38,623 km",3rd Owner,CNG,DL-8C,"6,901/month","3,53,000","Vasant Kunj, New Delhi"
1535,2015 Hyundai Eon,D-LITE+,Manual,"21,288 km",1st Owner,Petrol,DL-8C,"4,516/month","2,31,000","GIP Mall, Noida"
1536,2015 Volkswagen Polo,COMFORTLINE 1.2L,Manual,"86,000 km",2nd Owner,Petrol,UP-65,"6,862/month","3,51,000","Metro Walk, Rohini, New Delhi"
1537,2017 Renault Kwid,RXL 1.0,Manual,"22,822 km",1st Owner,Petrol,DL-8C,"5,728/month","2,93,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1538,2015 Maruti Wagon R 1.0,LXI,Manual,"94,132 km",1st Owner,CNG,HR-76,"5,239/month","2,68,000","Spaze Platinum, Sohna Road, Gurugram"
1539,2021 Nissan MAGNITE,XE,Manual,"22,682 km",1st Owner,Petrol,HR-51,"10,909/month","5,58,000","Sector-18, Noida"
1540,2017 Renault Kwid,RXT 1.0 (O),Manual,"54,827 km",1st Owner,Petrol,HR-51,"5,513/month","2,82,000","Spaze Platinum, Sohna Road, Gurugram"
1541,2020 Hyundai Creta,SX 1.5 PETROL,Manual,"35,996 km",2nd Owner,Petrol,UP-16,"22,803/month","11,98,000","GIP Mall, Noida"
1542,2018 Maruti Swift,VXI,Manual,"99,078 km",1st Owner,CNG,DL-9C,"10,577/month","5,41,000","Vasant Kunj, New Delhi"
1543,2018 Renault Kwid,RXL,Manual,"51,446 km",2nd Owner,Petrol,DL-8C,"5,200/month","2,66,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1544,2018 Maruti Ertiga,VDI SHVS,Manual,"83,567 km",2nd Owner,Diesel,DL-3C,"14,487/month","7,41,000","M3M Urbana, Golf Course Extension, Gurugram"
1545,2018 Maruti Swift,LXI,Manual,"58,791 km",1st Owner,Petrol,HR-26,"8,954/month","4,58,000","M3M Urbana, Golf Course Extension, Gurugram"
1546,2019 Renault Kwid,RXL,Manual,"32,860 km",2nd Owner,Petrol,HR-18,"5,787/month","2,96,000","Spaze Platinum, Sohna Road, Gurugram"
1547,2010 Hyundai i20,ASTA 1.2,Manual,"60,478 km",2nd Owner,Petrol,DL-3C,"3,108/month","1,59,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1548,2018 Renault Kwid,CLIMBER 1.0,Manual,"50,247 km",2nd Owner,Petrol,DL-3C,"6,041/month","3,09,000","Vasant Kunj, New Delhi"
1549,2019 Renault TRIBER,RXL MT,Manual,"58,595 km",1st Owner,CNG,HR-79,"10,303/month","5,27,000","Parsvnath City Mall, Faridabad"
1550,2017 Renault Kwid,RXL 1.0 EDITION,Manual,"48,715 km",1st Owner,Petrol,HR-20,"5,728/month","2,93,000","Metro Walk, Rohini, New Delhi"
1551,2018 Mahindra KUV 100 NXT,K4+ P 6 STR,Manual,"55,590 km",1st Owner,Petrol,UP-81,"7,214/month","3,69,000","Sector-18, Noida"
1552,2019 Renault Kwid,RXT 0.8,Manual,"49,668 km",1st Owner,Petrol,DL-3C,"5,709/month","2,92,000","Sector-18, Noida"
1553,2023 Maruti New Wagon-R,LXI 1.0,Manual,"1,155 km",1st Owner,Petrol,DL-9C,"11,241/month","5,75,000","Vasant Kunj, New Delhi"
1554,2020 Toyota YARIS,G MT,Manual,"41,032 km",1st Owner,Petrol,DL-8C,"15,464/month","7,91,000","Metro Walk, Rohini, New Delhi"
1555,2019 Mahindra Thar,CRDE 4X4 AC,Manual,"48,818 km",2nd Owner,Diesel,UP-16,"15,308/month","7,83,000","Sector-18, Noida"
1556,2016 Tata Tiago,XZ PETROL,Manual,"51,297 km",2nd Owner,Petrol,DL-8C,"7,312/month","3,74,000","Sector-18, Noida"
1557,2018 Renault Kwid,STD,Manual,"13,597 km",1st Owner,Petrol,UP-80,"4,555/month","2,33,000","GIP Mall, Noida"
1558,2010 Honda City,1.5L I-VTEC V MT,Manual,"1,14,653 km",1st Owner,Petrol,DL-9C,"3,519/month","1,80,000","Metro Walk, Rohini, New Delhi"
1559,2019 Maruti New Wagon-R,LXI CNG 1.0 L,Manual,"35,732 km",2nd Owner,CNG,HR-29,"9,423/month","4,82,000","Spaze Platinum, Sohna Road, Gurugram"
1560,2015 Toyota Corolla Altis,G PETROL,Manual,"99,679 km",1st Owner,Petrol,DL-8C,"13,020/month","6,66,000","Sector-18, Noida"
1561,2020 Hyundai Verna,SX 1.5 VTVT,Manual,"43,734 km",1st Owner,Petrol,UP-14,"18,044/month","9,48,000","Sector-18, Noida"
1562,2014 Maruti Alto 800,LXI CNG,Manual,"1,23,091 km",1st Owner,CNG,DL-6C,"4,047/month","2,07,000","Sector-18, Noida"
1563,2018 Honda City,V MT PETROL,Manual,"35,722 km",1st Owner,Petrol,UP-16,"15,386/month","7,87,000","GIP Mall, Noida"
1564,2019 Maruti Swift,VXI,Manual,"28,956 km",1st Owner,Petrol,UP-14,"10,968/month","5,61,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1565,2022 Maruti Swift,ZXI PLUS AMT,Automatic,"4,551 km",2nd Owner,Petrol,DL-9C,"15,951/month","8,38,000","M3M Urbana, Golf Course Extension, Gurugram"
1566,2020 Maruti Swift,VXI,Manual,"58,815 km",1st Owner,Petrol,HR-26,"11,554/month","5,91,000","GIP Mall, Noida"
1567,2011 Hyundai i10,MAGNA 1.2,Manual,"89,963 km",1st Owner,CNG,DL-8C,"3,890/month","1,99,000","Metro Walk, Rohini, New Delhi"
1568,2021 Tata Safari,XZA+  KRYOTEC,Automatic,"43,022 km",1st Owner,Diesel,DL-3C,"34,090/month","17,91,000","GIP Mall, Noida"
1569,2019 Maruti Swift,LXI,Manual,"81,694 km",1st Owner,CNG,HR-10,"10,127/month","5,18,000","Spaze Platinum, Sohna Road, Gurugram"
1570,2013 Maruti Alto 800,LXI,Manual,"31,901 km",2nd Owner,Petrol,DL-12,"3,890/month","1,99,000","Vasant Kunj, New Delhi"
1571,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"56,614 km",1st Owner,Petrol,DL-8C,"9,638/month","4,93,000","Vasant Kunj, New Delhi"
1572,2019 Renault TRIBER,RXT,Manual,"1,02,395 km",1st Owner,Petrol,DL-8C,"9,814/month","5,02,000","Sector-18, Noida"
1573,2018 Maruti Swift,ZXI,Manual,"71,738 km",2nd Owner,Petrol,DL-9C,"10,068/month","5,15,000","Sector-18, Noida"
1574,2018 Maruti Dzire,VXI AMT,Automatic,"95,034 km",2nd Owner,CNG,DL-1C,"10,303/month","5,27,000","Sector-18, Noida"
1575,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"1,01,038 km",1st Owner,CNG,DL-11,"6,803/month","3,48,000","Vasant Kunj, New Delhi"
1576,2014 Maruti Swift,VXI,Manual,"69,859 km",1st Owner,Petrol,DL-1C,"6,569/month","3,36,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1577,2011 Maruti Ritz,LXI,Manual,"93,192 km",2nd Owner,CNG,DL-8C,"2,854/month","1,46,000",
1578,2016 Maruti Ciaz,ZXI+,Manual,"24,103 km",1st Owner,Petrol,DL-8C,"11,671/month","5,97,000","Sector-18, Noida"
1579,2018 Tata NEXON,XM PETROL,Manual,"90,910 km",1st Owner,CNG,HR-13,"11,515/month","5,89,000","M3M Urbana, Golf Course Extension, Gurugram"
1580,2016 Hyundai Eon,SPORTZ,Manual,"48,144 km",1st Owner,Petrol,HR-26,"4,692/month","2,40,000","Metro Walk, Rohini, New Delhi"
1581,2016 Hyundai i10,SPORTZ 1.1,Manual,"34,916 km",1st Owner,Petrol,UP-14,"6,647/month","3,40,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1582,2018 Maruti Wagon R 1.0,LXI CNG,Manual,"26,855 km",1st Owner,CNG,DL-8C,"8,094/month","4,14,000","Vasant Kunj, New Delhi"
1583,2017 Maruti Wagon R 1.0,VXI,Manual,"42,002 km",1st Owner,Petrol,UP-14,"6,940/month","3,55,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1584,2019 Toyota Innova Crysta,2.8 ZX AT 7 STR,Automatic,"22,655 km",1st Owner,Diesel,UP-70,"38,258/month","20,10,000","Sector-18, Noida"
1585,2019 Maruti Swift,LXI,Manual,"49,661 km",1st Owner,Petrol,DL-5C,"9,795/month","5,01,000","Spaze Platinum, Sohna Road, Gurugram"
1586,2015 Maruti Celerio,VXI AMT,Automatic,"96,295 km",2nd Owner,CNG,DL-6C,"6,256/month","3,20,000","Sector-18, Noida"
1587,2016 Renault Kwid,RXT 1.0,Manual,"79,245 km",2nd Owner,Petrol,HR-36,"4,712/month","2,41,000","Parsvnath City Mall, Faridabad"
1588,2016 Honda City,1.5 E MT PETROL,Manual,"19,763 km",1st Owner,Petrol,DL-14,"11,652/month","5,96,000","Metro Walk, Rohini, New Delhi"
1589,2013 Hyundai i20,MAGNA O 1.2,Manual,"78,698 km",2nd Owner,Petrol,DL-12,"5,474/month","2,80,000","Vasant Kunj, New Delhi"
1590,2018 Maruti Swift,LXI,Manual,"54,309 km",2nd Owner,Petrol,DL-9C,"9,091/month","4,65,000","Sector-18, Noida"
1591,2014 Maruti Ertiga,VXI CNG,Manual,"1,10,646 km",1st Owner,CNG,HR-26,"11,926/month","6,10,000","Metro Walk, Rohini, New Delhi"
1592,2011 Hyundai Verna,FLUIDIC 1.6 VTVT EX,Manual,"63,090 km",1st Owner,Petrol,DL-9C,"6,158/month","3,15,000","Sector-18, Noida"
1593,2018 Tata TIGOR,XZ PETROL,Manual,"78,474 km",1st Owner,Petrol,HR-16,"8,485/month","4,34,000","Metro Walk, Rohini, New Delhi"
1594,2018 Maruti Vitara Brezza,VDI OPT,Manual,"43,109 km",1st Owner,Diesel,DL-3C,"13,333/month","6,82,000","GIP Mall, Noida"
1595,2017 Maruti Ciaz,DELTA 1.3 DDIS SHVS,Manual,"58,486 km",1st Owner,Diesel,DL-5C,"10,440/month","5,34,000","Spaze Platinum, Sohna Road, Gurugram"
1596,2018 Renault Kwid,RXL,Manual,"49,390 km",1st Owner,Petrol,DL-3C,"5,748/month","2,94,000","M3M Urbana, Golf Course Extension, Gurugram"
1597,2017 Tata TIGOR,XT PETROL,Manual,"28,382 km",2nd Owner,Petrol,DL-5C,"8,309/month","4,25,000","Sector-18, Noida"
1598,2019 Mahindra Thar,CRDE 4X4 BS IV,Manual,"36,055 km",1st Owner,Diesel,DL-12,"17,016/month","8,94,000","M3M Urbana, Golf Course Extension, Gurugram"
1599,2014 Hyundai Eon,ERA +,Manual,"75,892 km",1st Owner,Petrol,HR-26,"3,949/month","2,02,000","Parsvnath City Mall, Faridabad"
1600,2015 Maruti Wagon R 1.0,VXI,Manual,"56,510 km",1st Owner,Petrol,HR-26,"5,533/month","2,83,000","Metro Walk, Rohini, New Delhi"
1601,2017 Maruti Dzire,LXI,Manual,"32,825 km",1st Owner,CNG,DL-9C,"10,714/month","5,48,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1602,2018 Maruti Wagon R 1.0,LXI,Manual,"66,619 km",1st Owner,CNG,UP-14,"7,488/month","3,83,000","Sector-18, Noida"
1603,2016 Hyundai i10,MAGNA 1.1,Manual,"61,347 km",2nd Owner,Petrol,DL-7C,"5,806/month","2,97,000","GIP Mall, Noida"
1604,2014 Maruti Swift,LDI,Manual,"1,14,982 km",2nd Owner,Diesel,HR-51,"5,298/month","2,71,000","Spaze Platinum, Sohna Road, Gurugram"
1605,2010 Hyundai i20,ASTA 1.2,Manual,"84,901 km",2nd Owner,Petrol,DL-3C,"3,558/month","1,82,000","Metro Walk, Rohini, New Delhi"
1606,2022 Skoda SLAVIA,AMBITION 1.0L TSI AT,Automatic,"15,801 km",1st Owner,Petrol,HR-98,"25,277/month","13,28,000","Spaze Platinum, Sohna Road, Gurugram"
1607,2012 Maruti Alto 800,LXI CNG,Manual,"38,463 km",2nd Owner,CNG,HR-51,"3,988/month","2,04,000","Spaze Platinum, Sohna Road, Gurugram"
1608,2021 Renault Kwid,RXL,Manual,"22,488 km",1st Owner,Petrol,HR-05,"6,940/month","3,55,000","Parsvnath City Mall, Faridabad"
1609,2012 Honda City,1.5L I-VTEC S MT,Manual,"83,788 km",1st Owner,Petrol,DL-3C,"6,432/month","3,29,000","Sector-18, Noida"
1610,2013 Maruti Swift,VXI,Manual,"51,905 km",1st Owner,Petrol,DL-9C,"5,865/month","3,00,000","GIP Mall, Noida"
1611,2011 Hyundai i10,MAGNA 1.2,Manual,"92,724 km",3rd Owner,Petrol,DL-8C,"2,835/month","1,45,000","GIP Mall, Noida"
1612,2017 Maruti IGNIS,DELTA 1.2,Manual,"51,497 km",2nd Owner,Petrol,HR-87,"7,390/month","3,78,000","M3M Urbana, Golf Course Extension, Gurugram"
1613,2018 Maruti Wagon R 1.0,LXI CNG,Manual,"74,288 km",2nd Owner,CNG,DL-9C,"7,410/month","3,79,000","Sector-18, Noida"
1614,2019 Maruti Swift,VXI,Manual,"25,661 km",2nd Owner,Petrol,DL-9C,"10,420/month","5,33,000","Spaze Platinum, Sohna Road, Gurugram"
1615,2016 Maruti Ertiga,VXI ABS,Manual,"55,492 km",1st Owner,Petrol,HR-26,"12,962/month","6,63,000","Spaze Platinum, Sohna Road, Gurugram"
1616,2016 Hyundai Verna,FLUIDIC 4S 1.6 VTVT SX,Manual,"1,04,996 km",2nd Owner,Petrol,HR-26,"11,926/month","6,10,000","GIP Mall, Noida"
1617,2016 Ford Ecosport,TITANIUM 1.5L PETROL AT,Automatic,"24,306 km",3rd Owner,Petrol,DL-8C,"11,378/month","5,82,000","Metro Walk, Rohini, New Delhi"
1618,2023 Maruti BREZZA,ZXI SMART HYBRID ,Manual,"11,610 km",1st Owner,Petrol,UP-16,"22,898/month","12,03,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1619,2015 Maruti Ertiga,VXI,Manual,"1,19,680 km",1st Owner,Petrol,DL-12,"10,870/month","5,56,000","M3M Urbana, Golf Course Extension, Gurugram"
1620,2015 Toyota Corolla Altis,VL CVT PETROL,Automatic,"60,408 km",2nd Owner,Petrol,DL-8C,"16,046/month","8,43,000","Sector-18, Noida"
1621,2015 Toyota Corolla Altis,VL CVT PETROL,Automatic,"66,362 km",3rd Owner,Petrol,HR-26,"15,523/month","7,94,000","Spaze Platinum, Sohna Road, Gurugram"
1622,2014 Hyundai Xcent,S (O) 1.2,Manual,"72,380 km",2nd Owner,CNG,DL-12,"6,921/month","3,54,000","Metro Walk, Rohini, New Delhi"
1623,2021 Hyundai AURA,S 1.2 CNG,Manual,"56,413 km",1st Owner,CNG,HR-30,"14,780/month","7,56,000","M3M Urbana, Golf Course Extension, Gurugram"
1624,2018 Hyundai Verna,1.6 SX (O) CRDI MT,Manual,"61,109 km",1st Owner,Diesel,DL-8C,"18,653/month","9,80,000","Sector-18, Noida"
1625,2014 Maruti Alto 800,LXI CNG,Manual,"95,895 km",2nd Owner,CNG,DL-1C,"4,164/month","2,13,000","Metro Walk, Rohini, New Delhi"
1626,2022 Nissan MAGNITE,XE,Manual,"11,097 km",1st Owner,Petrol,UP-16,"11,808/month","6,04,000","Sector-18, Noida"
1627,2012 Maruti Alto 800,LXI O,Manual,"36,946 km",1st Owner,Petrol,UP-65,"3,597/month","1,84,000","Sector-18, Noida"
1628,2013 Hyundai Santro Xing,GL,Manual,"63,686 km",1st Owner,CNG,DL-9C,"4,438/month","2,27,000","Spaze Platinum, Sohna Road, Gurugram"
1629,2013 Maruti Alto K10,LXI,Manual,"30,432 km",1st Owner,Petrol,DL-5C,"3,871/month","1,98,000","GIP Mall, Noida"
1630,2019 Renault TRIBER,RXL MT,Manual,"57,406 km",1st Owner,Petrol,HR-10,"9,931/month","5,08,000","M3M Urbana, Golf Course Extension, Gurugram"
1631,2020 Honda Amaze,1.5L I-DTEC E,Manual,"53,713 km",1st Owner,Diesel,DL-10,"13,411/month","6,86,000","Vasant Kunj, New Delhi"
1632,2012 Hyundai i10,ERA 1.1,Manual,"57,137 km",2nd Owner,Petrol,DL-2C,"3,480/month","1,78,000","Metro Walk, Rohini, New Delhi"
1633,2017 Mahindra Kuv100,K4 PLUS 6 STR,Manual,"47,474 km",1st Owner,Petrol,HR-26,"7,136/month","3,65,000","Spaze Platinum, Sohna Road, Gurugram"
1634,2018 Maruti IGNIS,SIGMA 1.2,Manual,"68,785 km",1st Owner,Petrol,HR-11,"7,292/month","3,73,000","Metro Walk, Rohini, New Delhi"
1635,2019 Maruti Swift,VXI,Manual,"18,683 km",1st Owner,Petrol,UP-14,"11,280/month","5,77,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1636,2019 Hyundai VENUE,SX 1.0 TURBO,Manual,"30,579 km",2nd Owner,Petrol,DL-12,"15,684/month","8,24,000","Vasant Kunj, New Delhi"
1637,2016 Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,"1,12,950 km",1st Owner,CNG,DL-8C,"9,756/month","4,99,000","Vasant Kunj, New Delhi"
1638,2018 Maruti Vitara Brezza,LDI,Manual,"75,647 km",1st Owner,Diesel,UP-14,"11,026/month","5,64,000","Sector-18, Noida"
1639,2012 Maruti Swift,VXI D,Manual,"52,944 km",1st Owner,Petrol,DL-2C,"5,474/month","2,80,000","Metro Walk, Rohini, New Delhi"
1640,2018 Renault Kwid,CLIMBER 1.0,Manual,"57,389 km",1st Owner,Petrol,DL-1C,"6,432/month","3,29,000","Sector-18, Noida"
1641,2012 Hyundai i20,SPORTZ 1.2 VTVT,Manual,"85,676 km",2nd Owner,Petrol,UP-14,"5,337/month","2,73,000","GIP Mall, Noida"
1642,2020 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"18,194 km",1st Owner,Petrol,DL-5C,"19,320/month","10,15,000","Vasant Kunj, New Delhi"
1643,2011 Hyundai i20,MAGNA 1.2,Manual,"75,146 km",1st Owner,Petrol,DL-9C,"3,695/month","1,89,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1644,2016 Honda City,VX MT PETROL,Manual,"88,437 km",1st Owner,CNG,DL-1C,"12,688/month","6,49,000","Vasant Kunj, New Delhi"
1645,2013 Maruti Swift,VXI D,Manual,"36,750 km",1st Owner,Petrol,DL-2C,"5,865/month","3,00,000","M3M Urbana, Golf Course Extension, Gurugram"
1646,2017 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"1,14,799 km",2nd Owner,CNG,UP-15,"7,605/month","3,89,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1647,2018 Datsun Redi Go,A,Manual,"66,898 km",2nd Owner,CNG,UP-14,"4,927/month","2,52,000","KW Delhi 6, Raj Nagar Extension, Ghaziabad"
1648,2021 Maruti Swift,VXI,Manual,"32,497 km",2nd Owner,Petrol,HR-76,"11,320/month","5,79,000","Spaze Platinum, Sohna Road, Gurugram"
1649,2014 Hyundai Santro Xing,GL PLUS,Manual,"11,549 km",1st Owner,Petrol,DL-9C,"4,966/month","2,54,000","Metro Walk, Rohini, New Delhi"
1650,2017 Maruti Swift,VXI,Manual,"93,464 km",1st Owner,Petrol,HR-51,"7,761/month","3,97,000","Spaze Platinum, Sohna Road, Gurugram"
1651,2012 Maruti Swift Dzire,VXI,Manual,"45,605 km",2nd Owner,Petrol,HR-26,"5,259/month","2,69,000","Parsvnath City Mall, Faridabad"
