,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location
341,2018 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"81,644 km",1st Owner,Petrol,TS-09,"19,015/month","9,99,000","Attapur, Hyderabad"
342,2015 Maruti Swift,ZXI,Manual,"1,19,106 km",2nd Owner,Petrol,TS-08,"9,212/month","4,71,200","Kompally, Hyderabad"
343,2016 Maruti Swift,VXI,Manual,"1,08,560 km",1st Owner,Petrol,TS-07,"9,619/month","4,92,000","Kompally, Hyderabad"
344,2017 Datsun Redi Go,S,Manual,"28,545 km",1st Owner,Petrol,TS-07,"6,041/month","3,09,000","Kompally, Hyderabad"
345,2021 Tata NEXON,XM DIESEL,Manual,"32,483 km",1st Owner,Diesel,TS-12,"17,664/month","9,28,000","Bachupally, Hyderabad"
346,2020 Renault Kwid,RXT 1.0 (O),Manual,"60,894 km",1st Owner,Petrol,TS-08,"8,270/month","4,23,000","Kompally, Hyderabad"
347,2018 Maruti Celerio,ZXI AMT (O),Automatic,"38,607 km",2nd Owner,Petrol,TS-36,"10,244/month","5,24,000","Kompally, Hyderabad"
348,2017 Maruti Swift,VXI,Manual,"52,858 km",1st Owner,Petrol,TS-09,"11,046/month","5,65,000","Kompally, Hyderabad"
349,2017 Honda City,1.5L I-VTEC VX,Manual,"75,199 km",2nd Owner,Petrol,TS-08,"15,112/month","7,73,000","Attapur, Hyderabad"
350,2019 Tata NEXON,XZ PLUS PETROL DUAL TONE,Manual,"48,951 km",2nd Owner,Petrol,TS-09,"15,532/month","8,16,000","Attapur, Hyderabad"
351,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"56,587 km",2nd Owner,Petrol,TS-09,"11,144/month","5,70,000","Attapur, Hyderabad"
352,2020 Tata Tiago,XZA+ DUAL TONE 1.2RTN,Automatic,"68,413 km",2nd Owner,Petrol,TS-03,"13,177/month","6,74,000","Bachupally, Hyderabad"
353,2018 Hyundai Verna,1.6 SX (O) CRDI MT,Manual,"83,383 km",2nd Owner,Diesel,TS-07,"18,939/month","9,95,000","Attapur, Hyderabad"
354,2013 Maruti Swift,VXI,Manual,"50,824 km",1st Owner,Petrol,AP-28,"8,895/month","4,55,000","Attapur, Hyderabad"
355,2015 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"1,14,071 km",2nd Owner,Petrol,TS-08,"7,918/month","4,05,000","Bachupally, Hyderabad"
356,2017 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"64,951 km",2nd Owner,Petrol,TS-07,"19,186/month","10,08,000","Kompally, Hyderabad"
357,2019 Tata Tiago,XZ PLUS PETROL,Manual,"69,049 km",1st Owner,Petrol,TS-07,"10,929/month","5,59,000","Kompally, Hyderabad"
358,2020 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"26,563 km",1st Owner,Petrol,TS-07,"11,222/month","5,74,000","Kompally, Hyderabad"
359,2016 Hyundai Verna,1.6 VTVT SX AT,Automatic,"71,144 km",1st Owner,Petrol,TS-07,"14,408/month","7,37,000","Kompally, Hyderabad"
360,2018 Tata Tiago,XZA PETROL,Automatic,"86,346 km",1st Owner,Petrol,TS-09,"10,068/month","5,15,000","Attapur, Hyderabad"
361,2014 Maruti Alto K10,VXI,Manual,"53,179 km",2nd Owner,Petrol,TS-07,"5,513/month","2,82,000","Bachupally, Hyderabad"
362,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"83,688 km",1st Owner,Petrol,TS-08,"11,574/month","5,92,000","Attapur, Hyderabad"
363,2018 Maruti Swift,ZXI AMT,Automatic,"34,840 km",1st Owner,Petrol,TS-07,"13,216/month","6,76,000","Bachupally, Hyderabad"
364,2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"96,822 km",1st Owner,Petrol,TS-04,"12,238/month","6,26,000","Bachupally, Hyderabad"
365,2019 Maruti Alto,VXI,Manual,"32,607 km",1st Owner,Petrol,TS-07,"6,921/month","3,54,000","Kompally, Hyderabad"
366,2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"40,570 km",1st Owner,Petrol,TS-09,"11,417/month","5,84,000","Bachupally, Hyderabad"
367,2019 Maruti S PRESSO,VXI PLUS AMT,Automatic,"77,415 km",1st Owner,Petrol,TS-07,"9,169/month","4,69,000","Kompally, Hyderabad"
368,2016 Hyundai Elite i20,SPORTZ 1.2,Manual,"60,350 km",1st Owner,Petrol,TS-07,"11,711/month","5,99,000","Bachupally, Hyderabad"
369,2017 Ford Ecosport,TREND 1.5L PETROL,Manual,"66,159 km",1st Owner,Petrol,TS-02,"13,509/month","6,91,000","Attapur, Hyderabad"
370,2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"49,229 km",1st Owner,Petrol,TS-07,"12,102/month","6,19,000","Kompally, Hyderabad"
371,2021 Skoda Rapid,STYLE TSI,Manual,"15,504 km",1st Owner,Petrol,TS-09,"19,186/month","10,08,000","Attapur, Hyderabad"
372,2012 Honda City,1.5L I-VTEC E MT,Manual,"88,471 km",3rd Owner,Petrol,AP-10,"8,309/month","4,25,000","Bachupally, Hyderabad"
373,2013 Maruti Wagon R 1.0,VXI,Manual,"64,628 km",1st Owner,Petrol,AP-09,"7,019/month","3,59,000","Attapur, Hyderabad"
374,2019 Maruti Celerio,ZXI AMT,Automatic,"30,318 km",1st Owner,Petrol,TS-09,"10,870/month","5,56,000","Attapur, Hyderabad"
375,2019 Datsun Go,T(O),Manual,"64,447 km",1st Owner,Petrol,TS-22,"8,602/month","4,40,000","Kompally, Hyderabad"
376,2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"71,305 km",1st Owner,Petrol,TS-07,"12,688/month","6,49,000","Kompally, Hyderabad"
377,2017 Maruti Wagon R 1.0,VXI,Manual,"83,596 km",1st Owner,Petrol,TS-07,"7,937/month","4,06,000","Attapur, Hyderabad"
378,2017 Maruti IGNIS,ZETA 1.3 AMT DUAL TONE,Automatic,"98,700 km",2nd Owner,Diesel,TS-07,"10,968/month","5,61,000","Attapur, Hyderabad"
379,2016 Maruti Celerio,VXI AMT,Automatic,"27,222 km",2nd Owner,Petrol,TS-08,"8,328/month","4,26,000","Kompally, Hyderabad"
380,2019 Maruti Alto,VXI,Manual,"76,685 km",1st Owner,Petrol,TS-32,"7,038/month","3,60,000","Kompally, Hyderabad"
381,2019 Maruti Baleno,ZETA PETROL 1.2,Manual,"35,545 km",1st Owner,Petrol,TS-10,"14,663/month","7,50,000","Kompally, Hyderabad"
382,2016 Maruti Wagon R 1.0,VXI,Manual,"54,635 km",1st Owner,Petrol,TS-09,"8,016/month","4,10,000","Kompally, Hyderabad"
383,2018 Maruti Dzire,ZDI PLUS AMT,Automatic,"88,900 km",1st Owner,Diesel,TS-10,"15,341/month","8,06,000","Attapur, Hyderabad"
384,2018 Tata NEXON,XZA PLUS PETROL,Automatic,"84,821 km",1st Owner,Petrol,TS-36,"15,322/month","8,05,000","Kompally, Hyderabad"
385,2018 Tata Tiago,XZA PETROL,Automatic,"88,923 km",1st Owner,Petrol,TS-08,"9,931/month","5,08,000","Kompally, Hyderabad"
386,2020 Tata Tiago,XZA PETROL,Automatic,"66,731 km",1st Owner,Petrol,TS-16,"12,004/month","6,14,000","Attapur, Hyderabad"
387,2019 Datsun Redi Go,S,Manual,"58,547 km",2nd Owner,Petrol,TS-07,"6,803/month","3,48,000","Attapur, Hyderabad"
388,2020 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"32,069 km",1st Owner,Petrol,TS-08,"11,144/month","5,70,000","Bachupally, Hyderabad"
389,2013 Maruti Alto K10,VXI,Manual,"62,437 km",2nd Owner,Petrol,AP-28,"4,457/month","2,28,000","Kompally, Hyderabad"
390,2016 Maruti Baleno,ZETA PETROL 1.2,Manual,"78,911 km",2nd Owner,Petrol,TS-07,"11,535/month","5,90,000","Kompally, Hyderabad"
391,2014 Maruti Alto K10,VXI,Manual,"70,435 km",2nd Owner,Petrol,TS-09,"5,376/month","2,75,000","Kompally, Hyderabad"
392,2019 Maruti Celerio X,ZXI,Manual,"73,227 km",2nd Owner,Petrol,TS-08,"9,189/month","4,70,000","Kompally, Hyderabad"
393,2021 Tata Safari,XZA PLUS 6S,Automatic,"96,462 km",1st Owner,Diesel,TS-08,"36,831/month","19,35,000","Attapur, Hyderabad"
394,2013 Maruti Wagon R 1.0,VXI,Manual,"59,730 km",2nd Owner,Petrol,AP-29,"6,158/month","3,15,000","Bachupally, Hyderabad"
395,2020 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"48,580 km",1st Owner,Petrol,TS-08,"16,141/month","8,48,000","Bachupally, Hyderabad"
396,2013 Maruti Wagon R 1.0,VXI,Manual,"92,195 km",1st Owner,Petrol,AP-07,"6,080/month","3,11,000","Kompally, Hyderabad"
397,2019 Maruti Baleno,DELTA PETROL 1.2,Manual,"71,110 km",1st Owner,Petrol,TS-09,"12,903/month","6,60,000","Attapur, Hyderabad"
398,2017 Maruti Alto 800,VXI,Manual,"54,791 km",1st Owner,Petrol,TS-07,"6,217/month","3,18,000","Attapur, Hyderabad"
399,2014 Honda City,1.5L I-VTEC V MT,Manual,"1,24,781 km",1st Owner,Petrol,AP-28,"10,342/month","5,29,000","Kompally, Hyderabad"
400,2021 Maruti Ciaz,ALPHA 1.5 SHVS PETROL,Manual,"31,638 km",1st Owner,Petrol,TS-07,"17,036/month","8,95,000","Bachupally, Hyderabad"
401,2017 Maruti Celerio,ZXI AMT,Automatic,"65,547 km",1st Owner,Petrol,TS-15,"9,013/month","4,61,000","Kompally, Hyderabad"
402,2016 Hyundai Grand i10,ASTA (O) AT 1.2 KAPPA VTVT,Automatic,"1,04,436 km",2nd Owner,Petrol,TS-13,"9,795/month","5,01,000","Kompally, Hyderabad"
403,2018 Maruti Dzire,VXI AMT,Automatic,"54,737 km",1st Owner,Petrol,TS-09,"13,411/month","6,86,000","Bachupally, Hyderabad"
404,2013 Maruti Alto K10,VXI,Manual,"48,471 km",2nd Owner,Petrol,AP-28,"4,692/month","2,40,000","Kompally, Hyderabad"
405,2018 Maruti IGNIS,DELTA 1.2,Manual,"96,540 km",1st Owner,Petrol,TS-13,"8,837/month","4,52,000","Bachupally, Hyderabad"
406,2018 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"56,129 km",1st Owner,Petrol,TS-13,"10,733/month","5,49,000","Bachupally, Hyderabad"
407,2018 Tata NEXON,XZA + 1.2 PETROL A/T,Automatic,"35,226 km",2nd Owner,Petrol,TS-08,"15,760/month","8,28,000","Kompally, Hyderabad"
408,2014 Honda Brio,S MT,Manual,"50,670 km",2nd Owner,Petrol,TS-12,"7,605/month","3,89,000","Kompally, Hyderabad"
409,2021 Renault Kwid,RXT 1.0 (O),Manual,"26,494 km",1st Owner,Petrol,TS-15,"9,638/month","4,93,000","Kompally, Hyderabad"
410,2013 Hyundai i10,MAGNA 1.2,Manual,"72,473 km",1st Owner,Petrol,AP-36,"6,139/month","3,14,000","Kompally, Hyderabad"
411,2021 Tata Tiago,XT PETROL,Manual,"20,282 km",1st Owner,Petrol,TS-13,"11,984/month","6,13,000","Bachupally, Hyderabad"
412,2016 Honda City,1.5L I-VTEC SV,Manual,"87,335 km",1st Owner,Petrol,TS-08,"12,258/month","6,27,000","Bachupally, Hyderabad"
413,2017 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"1,16,988 km",1st Owner,Diesel,TS-08,"13,353/month","6,83,000","Bachupally, Hyderabad"
414,2015 Maruti Wagon R 1.0,VXI,Manual,"89,218 km",1st Owner,Petrol,TS-11,"6,921/month","3,54,000","Attapur, Hyderabad"
415,2017 Hyundai Grand i10,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,"53,740 km",1st Owner,Petrol,TS-10,"11,437/month","5,85,000","Attapur, Hyderabad"
416,2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,"1,05,224 km",2nd Owner,Petrol,TS-07,"11,613/month","5,94,000","Bachupally, Hyderabad"
417,2018 Maruti IGNIS,DELTA 1.2,Manual,"54,907 km",2nd Owner,Petrol,TS-09,"9,365/month","4,79,000","Bachupally, Hyderabad"
418,2021 Tata Tiago,XT PETROL,Manual,"21,314 km",1st Owner,Petrol,TS-08,"11,926/month","6,10,000","Bachupally, Hyderabad"
419,2011 Hyundai i10,MAGNA 1.2,Manual,"72,590 km",1st Owner,Petrol,AP-29,"5,455/month","2,79,000","Kompally, Hyderabad"
420,2019 Maruti Alto,LXI,Manual,"56,443 km",2nd Owner,Petrol,TS-08,"7,077/month","3,62,000","Attapur, Hyderabad"
421,2019 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"81,462 km",1st Owner,Petrol,TS-13,"15,874/month","8,34,000","Kompally, Hyderabad"
422,2012 Maruti Wagon R 1.0,LXI,Manual,"42,217 km",2nd Owner,Petrol,TS-08,"6,354/month","3,25,000","Kompally, Hyderabad"
423,2013 Maruti Wagon R 1.0,VXI,Manual,"62,438 km",1st Owner,Petrol,AP-28,"6,315/month","3,23,000","Bachupally, Hyderabad"
424,2018 Maruti IGNIS,ALPHA 1.2 AMT DUAL TONE,Automatic,"79,151 km",1st Owner,Petrol,TS-07,"11,535/month","5,90,000","Attapur, Hyderabad"
425,2015 Honda City,1.5L I-VTEC V MT,Manual,"85,871 km",2nd Owner,Petrol,TS-07,"11,320/month","5,79,000","Kompally, Hyderabad"
426,2020 Maruti Alto,VXI PLUS,Manual,"44,355 km",1st Owner,Petrol,TS-09,"7,996/month","4,09,000","Bachupally, Hyderabad"
427,2015 Maruti Alto 800,LXI,Manual,"73,944 km",1st Owner,Petrol,TS-07,"5,200/month","2,66,000","Kompally, Hyderabad"
428,2018 Volkswagen Ameo,HIGHLINE1.5L,Manual,"90,944 km",1st Owner,Diesel,TS-10,"13,196/month","6,75,000","Kompally, Hyderabad"
429,2018 Maruti Baleno,ALPHA PETROL 1.2,Manual,"68,101 km",1st Owner,Petrol,TS-07,"12,727/month","6,51,000","Bachupally, Hyderabad"
430,2017 Maruti Dzire,ZDI AMT,Automatic,"64,700 km",1st Owner,Diesel,TS-07,"15,093/month","7,72,000","Kompally, Hyderabad"
431,2016 Maruti Swift,VXI,Manual,"63,313 km",1st Owner,Petrol,TS-15,"10,166/month","5,20,000","Bachupally, Hyderabad"
432,2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"79,467 km",1st Owner,Petrol,TS-13,"10,401/month","5,32,000","Kompally, Hyderabad"
433,2018 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"58,559 km",1st Owner,Petrol,TS-07,"15,288/month","7,82,000","Kompally, Hyderabad"
434,2017 Maruti Swift,VXI O,Manual,"66,501 km",1st Owner,Petrol,TS-07,"11,046/month","5,65,000","Bachupally, Hyderabad"
435,2015 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"60,817 km",2nd Owner,Petrol,TS-08,"8,817/month","4,51,000","Attapur, Hyderabad"
436,2016 Maruti Celerio,ZXI AMT,Automatic,"70,895 km",2nd Owner,Petrol,TS-07,"8,915/month","4,56,000","Attapur, Hyderabad"
437,2021 Honda WR-V,1.5L I-DTEC VX MT,Manual,"78,163 km",1st Owner,Diesel,TS-06,"20,252/month","10,64,000","Attapur, Hyderabad"
438,2017 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"22,025 km",2nd Owner,Petrol,TS-07,"10,244/month","5,24,000","Attapur, Hyderabad"
439,2017 Maruti Alto 800,VXI,Manual,"36,200 km",1st Owner,Petrol,TS-07,"6,608/month","3,38,000","Attapur, Hyderabad"
440,2018 Maruti Celerio,ZXI AMT (O),Automatic,"1,17,924 km",1st Owner,Petrol,TS-03,"9,208/month","4,71,000","Kompally, Hyderabad"
441,2017 Maruti Baleno,ALPHA PETROL 1.2,Manual,"89,581 km",1st Owner,Petrol,TS-05,"11,867/month","6,07,000","Kompally, Hyderabad"
442,2018 Volkswagen Vento,HIGHLINE 1.5 AT,Automatic,"1,07,492 km",1st Owner,Diesel,TS-15,"17,302/month","9,09,000","Kompally, Hyderabad"
443,2013 Maruti Wagon R 1.0,VXI,Manual,"91,821 km",2nd Owner,Petrol,AP-29,"6,080/month","3,11,000","Attapur, Hyderabad"
444,2019 Maruti S PRESSO,VXI (O),Manual,"76,003 km",1st Owner,Petrol,TS-35,"8,172/month","4,18,000","Kompally, Hyderabad"
445,2014 Maruti Wagon R 1.0,VXI,Manual,"25,138 km",1st Owner,Petrol,AP-11,"7,312/month","3,74,000","Kompally, Hyderabad"
446,2018 Ford Ecosport,TITANIUM 1.5L DIESEL,Manual,"90,114 km",1st Owner,Diesel,TS-07,"15,093/month","7,72,000","Kompally, Hyderabad"
447,2020 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"35,505 km",1st Owner,Petrol,TS-07,"11,046/month","5,65,000","Kompally, Hyderabad"
448,2021 Tata TIGOR,XMA PETROL,Automatic,"23,916 km",2nd Owner,Petrol,TS-07,"13,802/month","7,06,000","Kompally, Hyderabad"
449,2015 Maruti Wagon R 1.0,VXI,Manual,"66,445 km",2nd Owner,Petrol,TS-13,"7,116/month","3,64,000","Kompally, Hyderabad"
450,2013 Maruti Alto K10,VXI,Manual,"92,370 km",1st Owner,Petrol,AP-10,"4,614/month","2,36,000","Kompally, Hyderabad"
451,2015 Maruti Wagon R 1.0,VXI,Manual,"67,993 km",2nd Owner,Petrol,TS-05,"7,312/month","3,74,000","Attapur, Hyderabad"
452,2013 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"67,372 km",1st Owner,Petrol,AP-13,"8,367/month","4,28,000","Bachupally, Hyderabad"
453,2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"39,881 km",1st Owner,Petrol,TS-09,"10,596/month","5,42,000","Kompally, Hyderabad"
454,2018 Hyundai NEW SANTRO,SPORTZ MT,Manual,"20,266 km",1st Owner,Petrol,TS-08,"10,694/month","5,47,000","Kompally, Hyderabad"
455,2018 Maruti Swift,VXI AMT,Automatic,"49,009 km",1st Owner,Petrol,TS-07,"12,512/month","6,40,000","Bachupally, Hyderabad"
456,2016 Maruti Swift,ZXI,Manual,"58,671 km",1st Owner,Petrol,TS-08,"11,769/month","6,02,000","Attapur, Hyderabad"
457,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"74,538 km",2nd Owner,Petrol,TS-08,"12,551/month","6,42,000","Kompally, Hyderabad"
458,2019 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"76,947 km",1st Owner,Petrol,TS-10,"13,822/month","7,07,000","Kompally, Hyderabad"
459,2022 Nissan MAGNITE,XV PREMIUM TURBO,Manual,"13,918 km",1st Owner,Petrol,TS-07,"17,302/month","9,09,000","Kompally, Hyderabad"
460,2016 Hyundai Elite i20,ASTA 1.2,Manual,"73,202 km",1st Owner,Petrol,TS-11,"12,199/month","6,24,000","Bachupally, Hyderabad"
461,2021 Maruti Alto,VXI PLUS,Manual,"22,264 km",1st Owner,Petrol,TS-08,"8,465/month","4,33,000","Kompally, Hyderabad"
462,2018 Honda Jazz,1.5L I-DTEC V,Manual,"1,02,256 km",2nd Owner,Diesel,TS-07,"12,062/month","6,17,000","Bachupally, Hyderabad"
463,2021 Datsun Redi Go,1.0 T(O),Manual,"18,569 km",1st Owner,Petrol,TS-08,"8,954/month","4,58,000","Kompally, Hyderabad"
464,2021 Tata Tiago,XZA PLUS DUAL TONE PETROL,Automatic,"15,606 km",2nd Owner,Petrol,TS-07,"15,249/month","7,80,000","Kompally, Hyderabad"
465,2019 Hyundai NEW SANTRO,ASTA MT,Manual,"57,435 km",1st Owner,Petrol,TS-07,"9,892/month","5,06,000","Attapur, Hyderabad"
466,2016 Hyundai Elite i20,ASTA 1.2,Manual,"71,779 km",1st Owner,Petrol,TS-10,"12,884/month","6,59,000","Kompally, Hyderabad"
467,2018 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"89,242 km",1st Owner,Petrol,TS-08,"13,646/month","6,98,000","Bachupally, Hyderabad"
468,2019 Maruti Alto,LXI,Manual,"53,976 km",1st Owner,Petrol,TS-10,"6,471/month","3,31,000","Kompally, Hyderabad"
469,2021 Ford Ecosport,TITANIUM 1.5 SPORTS(SUNROOF) PETROL,Manual,"57,250 km",1st Owner,Petrol,TS-09,"18,139/month","9,53,000","Attapur, Hyderabad"
470,2012 Honda Brio,S MT,Manual,"40,503 km",1st Owner,Petrol,AP-09,"6,725/month","3,44,000","Kompally, Hyderabad"
471,2019 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"38,471 km",2nd Owner,Petrol,TS-31,"10,714/month","5,48,000","Bachupally, Hyderabad"
472,2013 Maruti Swift,VXI,Manual,"41,378 km",2nd Owner,Petrol,AP-09,"8,778/month","4,49,000","Kompally, Hyderabad"
473,2016 Maruti Wagon R 1.0,VXI OPT,Manual,"66,754 km",1st Owner,Petrol,TS-08,"8,172/month","4,18,000","Attapur, Hyderabad"
474,2017 Hyundai Elite i20,SPORTZ 1.2,Manual,"66,561 km",1st Owner,Petrol,TS-08,"12,356/month","6,32,000","Bachupally, Hyderabad"
475,2020 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"23,325 km",1st Owner,Petrol,TS-08,"13,705/month","7,01,000","Bachupally, Hyderabad"
476,2020 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"40,817 km",2nd Owner,Petrol,TS-08,"10,772/month","5,51,000","Kompally, Hyderabad"
477,2016 Maruti Vitara Brezza,ZDI,Manual,"71,220 km",2nd Owner,Diesel,TS-13,"15,303/month","8,04,000","Kompally, Hyderabad"
478,2018 Maruti Baleno,ALPHA CVT PETROL 1.2,Automatic,"65,044 km",2nd Owner,Petrol,TS-09,"13,920/month","7,12,000","Kompally, Hyderabad"
479,2022 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"16,727 km",2nd Owner,Petrol,TS-04,"17,264/month","9,07,000","Kompally, Hyderabad"
480,2013 Maruti Wagon R 1.0,VXI,Manual,"54,959 km",1st Owner,Petrol,AP-11,"6,373/month","3,26,000","Bachupally, Hyderabad"
481,2021 Datsun Redi Go,T(O) 1.0,Manual,"28,292 km",1st Owner,Petrol,TS-05,"9,247/month","4,73,000","Kompally, Hyderabad"
482,2020 Datsun Redi Go,T (O),Manual,"19,205 km",2nd Owner,Petrol,TS-10,"7,996/month","4,09,000","Kompally, Hyderabad"
483,2015 Maruti Wagon R 1.0,VXI,Manual,"72,393 km",2nd Owner,Petrol,TS-10,"6,764/month","3,46,000","Kompally, Hyderabad"
484,2021 Datsun Redi Go,T(O) 1.0,Manual,"33,730 km",1st Owner,Petrol,TS-32,"9,110/month","4,66,000","Bachupally, Hyderabad"
485,2016 Maruti Swift,VXI,Manual,"64,685 km",2nd Owner,Petrol,TS-07,"9,756/month","4,99,000","Kompally, Hyderabad"
486,2013 Maruti Wagon R 1.0,LXI,Manual,"61,132 km",1st Owner,Petrol,AP-29,"6,139/month","3,14,000","Kompally, Hyderabad"
487,2016 Hyundai Elite i20,ASTA 1.2,Manual,"41,085 km",1st Owner,Petrol,TS-13,"13,001/month","6,65,000","Kompally, Hyderabad"
488,2022 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"17,513 km",1st Owner,Petrol,TS-07,"17,416/month","9,15,000","Kompally, Hyderabad"
489,2022 Maruti BREZZA,ZXI SMART HYBRID ,Manual,"19,466 km",1st Owner,Petrol,TS-05,"23,755/month","12,48,000","Kompally, Hyderabad"
490,2014 Maruti Wagon R Stingray,VXI,Manual,"56,367 km",2nd Owner,Petrol,TS-07,"8,094/month","4,14,000","Kompally, Hyderabad"
491,2021 Hyundai GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,Manual,"38,939 km",2nd Owner,Petrol,TS-08,"14,682/month","7,51,000","Kompally, Hyderabad"
492,2018 Maruti Baleno,ZETA PETROL 1.2,Manual,"59,126 km",1st Owner,Petrol,TS-08,"13,626/month","6,97,000","Kompally, Hyderabad"
493,2012 Maruti Wagon R 1.0,VXI,Manual,"47,763 km",1st Owner,Petrol,AP-29,"6,158/month","3,15,000","Kompally, Hyderabad"
494,2016 Hyundai Elite i20,ASTA 1.2,Manual,"54,708 km",1st Owner,Petrol,TS-08,"12,669/month","6,48,000","Kompally, Hyderabad"
495,2017 Maruti Alto 800,VXI,Manual,"83,771 km",2nd Owner,Petrol,TS-07,"6,178/month","3,16,000","Kompally, Hyderabad"
496,2016 Maruti Alto 800,LXI O,Manual,"27,136 km",1st Owner,Petrol,TS-07,"6,530/month","3,34,000","Bachupally, Hyderabad"
497,2019 Ford Ecosport,TITANIUM + 1.5L DIESEL,Manual,"1,08,632 km",1st Owner,Diesel,TS-08,"16,883/month","8,87,000","Kompally, Hyderabad"
498,2018 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"84,759 km",2nd Owner,Petrol,TS-09,"10,401/month","5,32,000","Kompally, Hyderabad"
499,2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"62,936 km",1st Owner,Petrol,TS-08,"10,440/month","5,34,000","Bachupally, Hyderabad"
500,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"1,01,863 km",3rd Owner,Petrol,TS-08,"11,711/month","5,99,000","Kompally, Hyderabad"
501,2019 Maruti S PRESSO,VXI (O),Manual,"99,003 km",1st Owner,Petrol,TS-07,"7,996/month","4,09,000","Bachupally, Hyderabad"
502,2018 Maruti IGNIS,ALPHA 1.2 DUAL TONE,Manual,"97,644 km",1st Owner,Petrol,TS-08,"11,280/month","5,77,000","Kompally, Hyderabad"
503,2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"38,264 km",1st Owner,Petrol,TS-07,"10,362/month","5,30,000","Bachupally, Hyderabad"
504,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"87,189 km",1st Owner,Petrol,TS-11,"10,283/month","5,26,000","Kompally, Hyderabad"
505,2019 Hyundai NEW SANTRO,SPORTZ MT,Manual,"24,197 km",1st Owner,Petrol,TS-10,"10,362/month","5,30,000","Kompally, Hyderabad"
506,2021 Honda Jazz,1.2L I-VTEC ZX,Manual,"42,674 km",1st Owner,Petrol,TS-15,"16,103/month","8,46,000","Attapur, Hyderabad"
507,2019 Hyundai NEW SANTRO,SPORTZ AMT,Automatic,"63,002 km",1st Owner,Petrol,TS-09,"10,264/month","5,25,000","Kompally, Hyderabad"
508,2022 Maruti S PRESSO,VXI+,Manual,"9,939 km",2nd Owner,Petrol,TS-27,"10,498/month","5,37,000","Kompally, Hyderabad"
509,2016 Honda Jazz,1.5L I-DTEC V,Manual,"1,16,979 km",2nd Owner,Diesel,TS-13,"11,124/month","5,69,000","Attapur, Hyderabad"
510,2019 Hyundai NEW SANTRO,ASTA MT,Manual,"24,978 km",2nd Owner,Petrol,TS-15,"10,205/month","5,22,000","Attapur, Hyderabad"
511,2012 Maruti Wagon R 1.0,LXI,Manual,"65,761 km",2nd Owner,Petrol,AP-09,"6,197/month","3,17,000","Bachupally, Hyderabad"
512,2012 Maruti Wagon R 1.0,VXI,Manual,"29,994 km",2nd Owner,Petrol,AP-09,"6,686/month","3,42,000","Bachupally, Hyderabad"
513,2021 Nissan MAGNITE,XE,Manual,"18,745 km",1st Owner,Petrol,TS-08,"11,671/month","5,97,000","Attapur, Hyderabad"
514,2018 Volkswagen Polo,COMFORTLINE 1.0L MPI,Manual,"32,406 km",2nd Owner,Petrol,TS-10,"11,202/month","5,73,000","Kompally, Hyderabad"
515,2016 Datsun Go Plus,T,Manual,"1,14,535 km",1st Owner,Petrol,TS-09,"5,103/month","2,61,000","Kompally, Hyderabad"
